issue_id,author,created_on,notes
216,David Taht,2011-08-03 13:36:36.979711,"Felix just finished up some new BAR code, and is working on queue limiting.
He says he understands what you've done so far, but I don't.

I'd love to be sitting here, in this hotel room, in a foreign land, testing
stuff out...

... I worry especially that even if tickless works, I worry that it will
break something else. For which I can test.

can you toss together your patches thus far? (I don't care that g sucks
right now, it sounds like felix is on top of that?)...
felix is in germany and although he keeps late hours...."
216,Andrew McGregor,2011-08-03 14:08:50.940824,"Just starting to roll them up.

I got g to suck much less.

Note that although I have not reduced ATH_TXBUF in these, it's still at 512, the driver will only allow 34 packets (plus 5 management frames) to be untransmitted at any one time, which is just enough to generate a couple of aggregates and keep the radio busy and no more.  That's ATH_MAX_QDEPTH.  The other 512-34-5 buffers are there to keep in-window frames around while waiting for link-layer acknowledgements, and do not contribute to queueing delay.  That's enough for 14 full-size aggregates, and might not be enough if there are a lot of clients, so I might suggest setting ATH_MAX_QDEPTH explicitly to a few more than 32 and being done with it, rather than the current (ATH_TXBUF/13 - 5), which I found empirically.

On 3/08/2011, at 1:36 PM, Dave Taht wrote:

> Felix just finished up some new BAR code, and is working on queue limiting. He says he understands what you've done so far, but I don't.
> 
> I'd love to be sitting here, in this hotel room, in a foreign land, testing stuff out...
> 
> ... I worry especially that even if tickless works, I worry that it will break something else. For which I can test.
> 
> can you toss together your patches thus far? (I don't care that g sucks right now, it sounds like felix is on top of that?)...
> felix is in germany and although he keeps late hours....
>"
216,Andrew McGregor,2011-08-03 15:44:40.35161,"Here's what I've been working on.  Note that this includes a version of Felix' patch that changes the interpretation of ATH_MAX_SW_RETRIES, which explains the much higher value; in the old interpretation, this actually would turn it down to around 4.  Seems to give me decent behaviour in BG, BGN and AN modes.  Also note that despite ATH_TX_BUF being 512, the actual number of transmit buffers allowed to be outstanding without a transmission attempt is 34, which is the least you can go to without starting to lose performance due to packet loss (this might be sensitive to experimental setup).  The remainder of the buffers are held post-transmission to allow for retransmits.

General theory: 4ms is too long an aggregate frame, so I've turned it down to 1ms.  6ms is too long to hold up the transmitter for MCS rates, so given that .11n is around 6x as fast as .11g, I've divided all the TX time allowances by 6 if we're working on N transmissions.  There were about 4x as many outstanding transmit buffers as needed, so I found the minimum.

This version also seems not to be sensitive to txqueuelen on a WNDR3700, so I think I've reached the limit of what I can see without routing through it.  Although, I can show that txqueuelen of less than around 40 does hurt performance (even latency, due to causing more TCP retransmissions and therefore having to send more data, as well as causing the radio to go idle as the queue empties from time to time)."
216,David Taht,2011-08-03 18:21:00.756871,"Andrew:

Felix pushed a whole bunch of stuff into openwrt today, that conflicts with
yours. I LIKE very much reducing the 4 to 1 and 6 to 1 ratios overall, but
haven't sorted through your patch yet to figure out the right approach, and
probably am too dumb to do so.

He's just gone to bed.

He didn't like reducing the ratios as it wasn't generic enough for openwrt,
but for me,
going with the best possible options for lowered latency on cerowrt is
best...

so I sat on merging yours and his stuff for the next build. ideas?

lastly, I enabled tickless, and 1000HZ, and didn't know if you went with
server, low latency or desktop pre-emption. I went with server.

Building now. Goin to dinner."
216,David Taht,2011-08-03 18:27:27.093688,"Andrew:

I will review your patch over dinner. I see stuff I like."
216,David Taht,2011-08-03 18:29:11.045674,"and the latest openwrt head failed to biuld...

aggh

/home/andrewm/src/cerowrt/build_dir/linux-ar71xx_generic/compat-wireless-2011-06-22/drivers/net/wireless/ath/ath9k/xmit.c:
In function 'ath_tx_complete_aggr':
/home/andrewm/src/cerowrt/build_dir/linux-ar71xx_generic/compat-wireless-2011-06-22/drivers/net/wireless/ath/ath9k/xmit.c:587:24:
error: 'struct ath_node' has no member named 'vif'
/home/andrewm/src/cerowrt/build_dir/linux-ar71xx_generic/compat-wireless-2011-06-22/drivers/net/wireless/ath/ath9k/xmit.c:
In function 'ath_tx_aggr_stop':


On Wed, Aug 3, 2011 at 7:27 PM, Dave Taht <dave.taht@gmail.com> wrote:

> Andrew:
>
> I will review your patch over dinner. I see stuff I like.
>
>"
51,Dave Täht,2011-08-03 18:39:00.88747,"So far as I know what I'd done got deployed by srikanth. Sri?

Which is not what I'd intended, the web design and reporting system needed to be fleshed out first, in order for the db to meet the reporting and web requirements.

Notably, django needed to be dropped in favor of a toolkit that supported schemas and views - I suggested 3 - for the database to be fast  and clean, scaleable, and replicatable.

"
57,Dave Täht,2011-08-03 18:55:57.078322,"There will be no ""joint"" PR between our projects before the napoli timeframe. 

Cerowrt has plenty of PR of it's own on its own story, and incorporating bismark's story into ours would only confuse people. It's still too hard to describe what Cerowrt is up to in under 40 minutes!

Bismark has some great PR (and the story can be told in under 5 minutes!), but we are targeting two very different market segments with our separate efforts. So, napoli, perhaps, for joint PR, after we iron out the bugs between our organizations and concepts."
216,Dave Täht,2011-08-03 21:54:02.523829,"I'm too wiped out to get openwrt head fixed, the changes to use tickless working, and andrews patch to all play together tonight. Sorry guys. "
216,Dave Täht,2011-08-04 02:08:30.712788,"I'm on my way to california, arriving SFO 10AM. Andrew, if you are available for another mind meld today or tomorrow, I'd appreciate it."
216,Felix Fietkau,2011-08-04 02:27:31.61239,"Yeah, it was missing a small patch chunk. Fixed in r27891

- Felix

On 2011-08-04 3:29 AM, Dave Taht wrote:
> and the latest openwrt head failed to biuld...
>
> aggh
>
> /home/andrewm/src/cerowrt/build_dir/linux-ar71xx_generic/compat-wireless-2011-06-22/drivers/net/wireless/ath/ath9k/xmit.c:
> In function 'ath_tx_complete_aggr':
> /home/andrewm/src/cerowrt/build_dir/linux-ar71xx_generic/compat-wireless-2011-06-22/drivers/net/wireless/ath/ath9k/xmit.c:587:24:
> error: 'struct ath_node' has no member named 'vif'
> /home/andrewm/src/cerowrt/build_dir/linux-ar71xx_generic/compat-wireless-2011-06-22/drivers/net/wireless/ath/ath9k/xmit.c:
> In function 'ath_tx_aggr_stop':"
216,David Taht,2011-08-04 02:57:27.558309,"on my way to cali anyway

On Thu, Aug 4, 2011 at 3:26 AM, Felix Fietkau <nbd@openwrt.org> wrote:

> Yeah, it was missing a small patch chunk. Fixed in r27891
>
> - Felix
>
>
> On 2011-08-04 3:29 AM, Dave Taht wrote:
>
>> and the latest openwrt head failed to biuld...
>>
>> aggh
>>
>> /home/andrewm/src/cerowrt/**build_dir/linux-ar71xx_**
>> generic/compat-wireless-2011-**06-22/drivers/net/wireless/**
>> ath/ath9k/xmit.c:
>> In function 'ath_tx_complete_aggr':
>> /home/andrewm/src/cerowrt/**build_dir/linux-ar71xx_**
>> generic/compat-wireless-2011-**06-22/drivers/net/wireless/**
>> ath/ath9k/xmit.c:587:24:
>> error: 'struct ath_node' has no member named 'vif'
>> /home/andrewm/src/cerowrt/**build_dir/linux-ar71xx_**
>> generic/compat-wireless-2011-**06-22/drivers/net/wireless/**
>> ath/ath9k/xmit.c:
>> In function 'ath_tx_aggr_stop':
>>
>"
216,Dave Täht,2011-08-04 12:18:28.317905,"Alright that build popped out with felix's last commit. Sitting in peets coffee shop in palo alto now, think I want some real food and a saner place to set one up than here.

That said, I DO have the brain cells now (I hope) to look over andrew's patch in relation to nbds....

"
216,David Taht,2011-08-05 10:40:57.199022,"darn it. the huchra.bufferbloat.net/~andrewm build does not have a working
ethernet interface.

sigh... ripping out some stuff, trying again"
216,David Taht,2011-08-05 10:47:55.109857,"it's the ethernet that is toast, the wireless is working...

On Fri, Aug 5, 2011 at 11:40 AM, Dave Taht <dave.taht@gmail.com> wrote:

> darn it. the huchra.bufferbloat.net/~andrewm<http://huchra.bufferbloat.net/%7Eandrewm>build does not have a working ethernet interface.
>
> sigh... ripping out some stuff, trying again
>"
216,Andrew McGregor,2011-08-05 11:39:10.784466,"Ok, this patch applies on top of Felix' last set of changes, and produces really spectacular results: about 2x better latency on 11n than before we both started on it at basically no performance cost, and fairly decent and consistent latency on 11g at a performance cost so small I can't measure it.

It may be worth fiddling a little more with the tunables, but this is pretty good for now."
216,Yuri Bene,2011-08-05 12:15:19.290453,"Andrew McGregor wrote:
> Ok, this patch applies on top of Felix' last set of changes, and produces really spectacular results: about 2x better latency on 11n than before we both started on it at basically no performance cost, and fairly decent and consistent latency on 11g at a performance cost so small I can't measure it.
> 
> It may be worth fiddling a little more with the tunables, but this is pretty good for now.

I experience sluggish and lost pings on my router with ag71xx. Any way to update with your patch to try?"
195,David Taht,2011-08-05 18:47:51.072354,"Just to keep bug tracking..

I pulled from 27917.

I don't see any commits that could have caused this breakage, except maybe
that I'm building against 2.6.39.3, and may have differences in my config
file from yours that are important.

could I encourage you to hop on huchra?

Also I'm curious if YOUR ethernet build showed this:

T
root@OpenWrt:~# dmesg | grep eth0
eth0: Atheros AG71xx at 0xb9000000, irq 4
eth0: unable to find MII bus on device 'rtl8366s'
eth0: Atheros AG71xx at 0xba000000, irq 5
eth0: unable to find MII bus on device 'rtl8366s'

I thought I was building from the same .config as you with support for the
1000hz and no_hz options - the above looks like a faster clock tick problem
to me... but you should have seen that too.

So I can revert to 2.6.39.2, revert all that

and/or restart from scratch from my patch set (Which only touches one tiny
bit of the eth driver and NOTHING of the wireless driver) But with a little
data perhaps that won't be neccessary.

I'll stick around here a while longer, cleaning up, and getting a router
from thursday online...


After I get some sleep.

On Fri, Aug 5, 2011 at 7:00 PM, Andrew McGregor <andrewmcgr@gmail.com>wrote:

> Huh?  I generated it based on openwrt head r27912
>
> On 5/08/2011, at 5:01 PM, Dave Taht wrote:
>
> so this patch duplicates some, but not all, of what is now in openwrt head?
> It only partially applies.
>
> Ripping it out again, and going off to hopefully find the problem in the
> ethernet driver instead....
>
>
> On Fri, Aug 5, 2011 at 4:00 PM, Dave Taht <dave.taht@gmail.com> wrote:
>
>>
>>
>> ---------- Forwarded message ----------
>> From: Andrew McGregor <andrewmcgr@gmail.com>
>> Date: Fri, Aug 5, 2011 at 3:57 PM
>> Subject: Resend of patch
>> To: Dave Taht <dave.taht@gmail.com>
>>
>>
>> Ok, this patch applies on top of Felix' last set of changes, and produces
>> really spectacular results: about 2x better latency on 11n than before we
>> both started on it at basically no performance cost, and fairly decent and
>> consistent latency on 11g at a performance cost so small I can't measure it.
>>
>> It may be worth fiddling a little more with the tunables, but this is
>> pretty good for now.
>>
>> (btw: drop this file in the packages/mac80211 directory)
>>
>>
>>
>>"
216,David Taht,2011-08-05 18:48:55.379787,"Just to keep bug tracking..

I pulled from 27917.

I don't see any commits that could have caused this breakage, except maybe
that I'm building against 2.6.39.3, and may have differences in my config
file from yours that are important.

could I encourage you to hop on huchra?

Also I'm curious if YOUR ethernet build showed this:

T
root@OpenWrt:~# dmesg | grep eth0
eth0: Atheros AG71xx at 0xb9000000, irq 4
eth0: unable to find MII bus on device 'rtl8366s'
eth0: Atheros AG71xx at 0xba000000, irq 5
eth0: unable to find MII bus on device 'rtl8366s'

I thought I was building from the same .config as you with support for the
1000hz and no_hz options - the above looks like a faster clock tick problem
to me... but you should have seen that too.

So I can revert to 2.6.39.2, revert all that

and/or restart from scratch from my patch set (Which only touches one tiny
bit of the eth driver and NOTHING of the wireless driver) But with a little
data perhaps that won't be neccessary.

I'll stick around here a while longer, cleaning up, and getting a router
from thursday online...


After I get some sleep.

On Fri, Aug 5, 2011 at 7:00 PM, Andrew McGregor <andrewmcgr@gmail.com>wrote:

> Huh?  I generated it based on openwrt head r27912
>
> On 5/08/2011, at 5:01 PM, Dave Taht wrote:
>
> so this patch duplicates some, but not all, of what is now in openwrt head?
> It only partially applies.
>
> Ripping it out again, and going off to hopefully find the problem in the
> ethernet driver instead....
>
>
> On Fri, Aug 5, 2011 at 4:00 PM, Dave Taht <dave.taht@gmail.com> wrote:
>
>>
>>
>> ---------- Forwarded message ----------
>> From: Andrew McGregor <andrewmcgr@gmail.com>
>> Date: Fri, Aug 5, 2011 at 3:57 PM
>> Subject: Resend of patch
>> To: Dave Taht <dave.taht@gmail.com>
>>
>>
>> Ok, this patch applies on top of Felix' last set of changes, and produces
>> really spectacular results: about 2x better latency on 11n than before we
>> both started on it at basically no performance cost, and fairly decent and
>> consistent latency on 11g at a performance cost so small I can't measure it.
>>
>> It may be worth fiddling a little more with the tunables, but this is
>> pretty good for now.
>>
>> (btw: drop this file in the packages/mac80211 directory)
>>
>>
>>
>>"
195,David Taht,2011-08-06 18:40:03.956416,"Felix told me that your patch had 1/3 stuff he'd done already.

---------- Forwarded message ----------
From: Andrew McGregor <andrewmcgr@gmail.com>
Date: Fri, Aug 5, 2011 at 8:59 PM
Subject: Re: Resend of patch
To: Dave Taht <dave.taht@gmail.com>


I don't know if ethernet was working, I never checked.

I was using 2.6.39.2 however, so I suspect an upstream change is causing the
patch to not apply.  It's not big, you could put it in by hand easily
enough.  The last chunk you could also change the other case in that if
statement to something smaller, although that won't happen on a WNDR3700

About to get on a plane to NZ, so I'll be out of circulation for around 36
hours.

On 5/08/2011, at 6:25 PM, Dave Taht wrote:

I pulled from 27917.

I don't see any commits that could have caused this breakage, except maybe
that I'm building against 2.6.39.3, and may have differences in my config
file from yours that are important.

could I encourage you to hop on huchra?

Also I'm curious if YOUR ethernet build showed this:

T
root@OpenWrt:~# dmesg | grep eth0
eth0: Atheros AG71xx at 0xb9000000, irq 4
eth0: unable to find MII bus on device 'rtl8366s'
eth0: Atheros AG71xx at 0xba000000, irq 5
eth0: unable to find MII bus on device 'rtl8366s'

I thought I was building from the same .config as you with support for the
1000hz and no_hz options - the above looks like a faster clock tick problem
to me... but you should have seen that too.

So I can revert to 2.6.39.2, revert all that

and/or restart from scratch from my patch set (Which only touches one tiny
bit of the eth driver and NOTHING of the wireless driver) But with a little
data perhaps that won't be neccessary.

I'll stick around here a while longer, cleaning up, and getting a router
from thursday online...


After I get some sleep.
On Fri, Aug 5, 2011 at 7:00 PM, Andrew McGregor <andrewmcgr@gmail.com>wrote:

> Huh?  I generated it based on openwrt head r27912
>
> On 5/08/2011, at 5:01 PM, Dave Taht wrote:
>
> so this patch duplicates some, but not all, of what is now in openwrt head?
> It only partially applies.
>
> Ripping it out again, and going off to hopefully find the problem in the
> ethernet driver instead....
>
>
> On Fri, Aug 5, 2011 at 4:00 PM, Dave Taht <dave.taht@gmail.com> wrote:
>
>>
>>
>> ---------- Forwarded message ----------
>> From: Andrew McGregor <andrewmcgr@gmail.com>
>> Date: Fri, Aug 5, 2011 at 3:57 PM
>> Subject: Resend of patch
>> To: Dave Taht <dave.taht@gmail.com>
>>
>>
>> Ok, this patch applies on top of Felix' last set of changes, and produces
>> really spectacular results: about 2x better latency on 11n than before we
>> both started on it at basically no performance cost, and fairly decent and
>> consistent latency on 11g at a performance cost so small I can't measure it.
>>
>> It may be worth fiddling a little more with the tunables, but this is
>> pretty good for now.
>>
>> (btw: drop this file in the packages/mac80211 directory)
>>
>>
>>
>>"
216,David Taht,2011-08-06 20:46:51.24832,"---------- Forwarded message ----------
From: Dave Taht <dave.taht@gmail.com>
Date: Sat, Aug 6, 2011 at 9:45 PM
Subject: Fwd: Resend of patch [#1216]
To: cerowrt@lists.bufferbloat.net




---------- Forwarded message ----------
From: Andrew McGregor <andrewmcgr@gmail.com>
Date: Sat, Aug 6, 2011 at 8:24 PM
Subject: Re: Resend of patch [#195]
To: Dave Taht <dave.taht@gmail.com>


Oooops... Ok, I was patching the wrong thing.  I'll need to retest this, but
this patch should at least apply:



On 7/08/2011, at 2:20 PM, Dave Taht wrote:

incidentally, I work primarily out of nbd's git trees, I find that's a lot
easier than svn.

The attached file is OUT OF DATE, but does point to git trees for everything
important...



On Sat, Aug 6, 2011 at 8:06 PM, Dave Taht <dave.taht@gmail.com> wrote:

> trick:
>
> make package/mac80211/{clean,compile,install} V=99
>
>
> On Sat, Aug 6, 2011 at 8:05 PM, Andrew McGregor <andrewmcgr@gmail.com>wrote:
>
>> So, I'm going to take a quick look at that
>>
>> On 7/08/2011, at 2:00 PM, Dave Taht wrote:
>>
>> Please note, normally I have enough brain cells to cope with stuff like
>> this, but was terribly burned out, and am only now beginning to feel halfway
>> normal - with at least 2 more hot tub sessions left in the day.
>>
>> and have 22 other bugs on my plate...
>>
>> that said, I shoulda locked you in the loft until after this compiled...
>> :)
>>
>>
>> Applying ./patches/580-ath9k_lowlatency.patch using plaintext:
>> patching file net/mac80211/rc80211_minstrel_ht.c
>> Hunk #1 FAILED at 487.
>> 1 out of 1 hunk FAILED -- saving rejects to file
>> net/mac80211/rc80211_minstrel_ht.c.rej
>> patching file drivers/net/wireless/ath/ath9k/ath9k.h
>> Hunk #1 succeeded at 120 with fuzz 2 (offset -4 lines).
>> Hunk #2 FAILED at 529.
>> 1 out of 2 hunks FAILED -- saving rejects to file
>> drivers/net/wireless/ath/ath9k/ath9k.h.rej
>> patching file drivers/net/wireless/ath/ath9k/xmit.c
>> Hunk #1 FAILED at 247.
>> Hunk #2 FAILED at 357.
>> Hunk #3 succeeded at 384 with fuzz 2 (offset 19 lines).
>> Hunk #4 FAILED at 447.
>> Hunk #5 succeeded at 650 (offset 22 lines).
>> 3 out of 5 hunks FAILED -- saving rejects to file
>> drivers/net/wireless/ath/ath9k/xmit.c.rej
>> Patch failed!  Please fix ./patches/580-ath9k_lowlatency.patch!
>> make[2]: ***
>> [/home/andrewm/src/cerowrt/build_dir/linux-ar71xx_generic/compat-wireless-2011-06-22/.prepared_cc7790f9a6fba8b991c06bfd7f50721f]
>> Error 1
>> make[2]: Leaving directory `/home/andrewm/src/cerowrt/package/mac80211'
>> make[1]: *** [package/mac80211/compile] Error 2
>> make[1]: Leaving directory `/home/andrewm/src/cerowrt'
>> make: *** [package/mac80211/compile] Error 2
>>
>>
>> On Sat, Aug 6, 2011 at 7:54 PM, Dave Taht <dave.taht@gmail.com> wrote:
>>
>>> Hey, welcome to the ground! Or are you still in the air?
>>>
>>> I wish I could take a picture of where I am - listening to live music, in
>>> a campground, with my super duper SR71 antennas up, eating BBQ, watching two
>>> girls from santa cruz dance.
>>>
>>> Sometimes I REALLY like wireless technology.
>>>
>>> No, it was this patch that broke, I can send you the stuff on it in a
>>> minute.
>>>
>>> More importantly figuring out what broke ethernet is on my mind...
>>>
>>>
>>>
>>>
>>> On Sat, Aug 6, 2011 at 7:50 PM, Andrew McGregor <andrewmcgr@gmail.com>wrote:
>>>
>>>>  Which one?  The newest one, or the previous?  That was true of the
>>>> previous one, in the strange diff format.  The one I just attached again is
>>>> not, so far as I know.
>>>>
>>>>
>>>>
>>>>
>>>> On 7/08/2011, at 1:40 PM, Dave Taht wrote:
>>>>
>>>> Felix told me that your patch had 1/3 stuff he'd done already.
>>>>
>>>> ---------- Forwarded message ----------
>>>> From: Andrew McGregor <andrewmcgr@gmail.com>
>>>> Date: Fri, Aug 5, 2011 at 8:59 PM
>>>> Subject: Re: Resend of patch
>>>> To: Dave Taht <dave.taht@gmail.com>
>>>>
>>>>
>>>> I don't know if ethernet was working, I never checked.
>>>>
>>>> I was using 2.6.39.2 however, so I suspect an upstream change is causing
>>>> the patch to not apply.  It's not big, you could put it in by hand easily
>>>> enough.  The last chunk you could also change the other case in that if
>>>> statement to something smaller, although that won't happen on a WNDR3700
>>>>
>>>> About to get on a plane to NZ, so I'll be out of circulation for around
>>>> 36 hours.
>>>>
>>>> On 5/08/2011, at 6:25 PM, Dave Taht wrote:
>>>>
>>>> I pulled from 27917.
>>>>
>>>> I don't see any commits that could have caused this breakage, except
>>>> maybe that I'm building against 2.6.39.3, and may have differences in my
>>>> config file from yours that are important.
>>>>
>>>> could I encourage you to hop on huchra?
>>>>
>>>> Also I'm curious if YOUR ethernet build showed this:
>>>>
>>>> T
>>>> root@OpenWrt:~# dmesg | grep eth0
>>>> eth0: Atheros AG71xx at 0xb9000000, irq 4
>>>> eth0: unable to find MII bus on device 'rtl8366s'
>>>> eth0: Atheros AG71xx at 0xba000000, irq 5
>>>> eth0: unable to find MII bus on device 'rtl8366s'
>>>>
>>>> I thought I was building from the same .config as you with support for
>>>> the 1000hz and no_hz options - the above looks like a faster clock tick
>>>> problem to me... but you should have seen that too.
>>>>
>>>> So I can revert to 2.6.39.2, revert all that
>>>>
>>>> and/or restart from scratch from my patch set (Which only touches one
>>>> tiny bit of the eth driver and NOTHING of the wireless driver) But with a
>>>> little data perhaps that won't be neccessary.
>>>>
>>>> I'll stick around here a while longer, cleaning up, and getting a router
>>>> from thursday online...
>>>>
>>>>
>>>> After I get some sleep.
>>>> On Fri, Aug 5, 2011 at 7:00 PM, Andrew McGregor <andrewmcgr@gmail.com>wrote:
>>>>
>>>>> Huh?  I generated it based on openwrt head r27912
>>>>>
>>>>> On 5/08/2011, at 5:01 PM, Dave Taht wrote:
>>>>>
>>>>> so this patch duplicates some, but not all, of what is now in openwrt
>>>>> head? It only partially applies.
>>>>>
>>>>> Ripping it out again, and going off to hopefully find the problem in
>>>>> the ethernet driver instead....
>>>>>
>>>>>
>>>>> On Fri, Aug 5, 2011 at 4:00 PM, Dave Taht <dave.taht@gmail.com> wrote:
>>>>>
>>>>>>
>>>>>>
>>>>>> ---------- Forwarded message ----------
>>>>>> From: Andrew McGregor <andrewmcgr@gmail.com>
>>>>>> Date: Fri, Aug 5, 2011 at 3:57 PM
>>>>>> Subject: Resend of patch
>>>>>> To: Dave Taht <dave.taht@gmail.com>
>>>>>>
>>>>>>
>>>>>> Ok, this patch applies on top of Felix' last set of changes, and
>>>>>> produces really spectacular results: about 2x better latency on 11n than
>>>>>> before we both started on it at basically no performance cost, and fairly
>>>>>> decent and consistent latency on 11g at a performance cost so small I can't
>>>>>> measure it.
>>>>>>
>>>>>> It may be worth fiddling a little more with the tunables, but this is
>>>>>> pretty good for now.
>>>>>>
>>>>>> (btw: drop this file in the packages/mac80211 directory)
>>>>>>
>>>>>>
>>>>>>
>>>>>>"
216,Dave Täht,2011-08-06 20:47:46.696576,""
195,David Taht,2011-08-06 23:33:17.917866,"I would really like it if someone from a different time zone and sleeping
schedule
were to download the latest wndr3700v2 development build from here:

http://huchra.bufferbloat.net/~andrewm/cerowrt/

I hope this build finishes up the last of the truly epic adventure that has
taken place on bug:

http://www.bufferbloat.net/issues/216

If it works, do play with netperf 2.5.0 on the wireless interface.

I note that the fixes to #195 seem to have (maybe) messed up the ethernet
interface - or the change to a faster clock or tickless or 2.6.39.3 vs
.2.... OR It may be the router I have on me!

So let us know on this email (bug reporting interface is cc'd)

That's all the news from tent #34. Good night, and good luck."
216,Dave Täht,2011-08-08 20:19:19.327791,"I finally have enough of the lab setup at ISC to start bisecting the ethernet issue introduced by increasing the clock, changing the kernel version, and going tickless.

More news will be on #195

"
195,Dave Täht,2011-08-08 20:22:50.354186,"# The unrecognisable ethernet port problem exists on more than one router, so it wasn't my hardware, as I hoped
# For my next series of tests, I am first reducing the clock to 100HZ, and staying tickless. My best guess as to the source of this problem is something hard coded in the init routine for the phy.

I shan't document what I'll do next as it's pretty obvious the bisecting I'd need to do, nor, do I know, what the real effect of a 1000HZ vs 100HZ clock is on a tickless system, anymore.

"
195,Dave Täht,2011-08-08 21:25:28.873897,"I so love it when I guess right.

100HZ clock + tickless + 2.6.39.3... just works.

I have a backlog of other patches that needed to land and a ton of src to clean up, but we're back in business."
216,Dave Täht,2011-08-09 11:06:30.865442,"To paraphrase ESR:

""With the right eyeballs, all bugs are shallow."""
195,Dave Täht,2011-08-09 11:08:11.857133,"OK, so the ethernet seems a great deal faster than it was, and I will start doing comprehensive testing vs the factory firmware by the weekend.

""With the right eyeballs, all bugs are shallow""

"
216,John Linville,2011-08-09 11:32:20.923041,Is this going to result in a patch being posted upstream?
216,Dave Täht,2011-08-10 11:39:52.28962,"@John:

After I get it fully tested in the lab, absolutely, it's going upstream. So far as I know there are other problems with merging this upstream in that some of this code is merged under a different name?

Assembling the lab now. Ping me on irc if you want to chat further."
